index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,obj_joint_0_pos,obj_joint_1_pos,obj_joint_2_pos,obj_joint_3_pos,obj_joint_4_pos,obj_joint_5_pos,obj_joint_6_pos,obj_joint_7_pos,obj_joint_8_pos,obj_joint_9_pos,obs_pos_x,obs_pos_y,obs_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
2900,-0.3869881575376173,-0.7650325446196328,1.3330279203091162,-0.05446679350048501,0.11809318039141038,0.03813701482160549,0.990773908241085,-0.49999494139316814,0.5001062621792516,-0.24679794784999745,0.3061869235233331,0.5000220446259446,0.5001011150920254,0.14358896572385027,0.500096228888624,0.4991832445260615,0.49959870699675124,0,-0.12000000000000241,1.0,0.1488448429635706,0.0,0.0,0.988860562831358,0.69518491320367,0.69518491320367,0,0.37191410405990744
2950,-0.37098409335859656,-0.7379271708638728,1.3674671422179225,-0.08274371537955089,0.11481409539629098,0.02798595289410904,0.9895392804250511,-0.5000305955567719,0.500116038317356,-0.24686776965323357,0.30495557148563107,0.5000563555301639,0.5002009055074338,0.14361030539622904,0.5000938530055163,0.4992681807729915,0.49872515561434794,0,-0.12000000000000241,1.0,0.11911650059495213,0.0,0.0,0.9928802844683808,0.7126405876161687,0.7126405876161687,0,0.3550544934795362
3000,-0.34830684916536475,-0.6983655500815364,1.3979740157965572,-0.10845998181039063,0.10948752796703465,0.016684473173381235,0.987912213670974,-0.49999451213139695,0.5001254585562946,-0.24682848842428,0.30327765598392037,0.500020702880411,0.5000922490964175,0.14340776165896224,0.5001211042582215,0.49975259364246905,0.49758009436499234,0,-0.12000000000000241,1.0,0.08928096141592028,0.0,0.0,0.9960064808667909,0.7281201622407705,0.7281201622407705,0,0.4367966730227528
3050,-0.31414201462579916,-0.6455500172553317,1.4216446261699183,-0.13154426036105143,0.1008297608514488,0.0021569705362830616,0.9861667274709734,-0.5000339393888565,0.5001563567250485,-0.24687038244534412,0.30114642479453013,0.49998258880138624,0.49999462145270257,0.1428894134315403,0.5001263686615057,0.5000134314847805,0.4964807045566977,0,-0.12000000000000241,1.0,0.05936507539789817,0.0,0.0,0.9982363386608413,0.7401184458279148,0.7401184458279148,0,0.41696410872521394
3100,-0.2972492682136203,-0.5297438182111793,1.4284084467900318,-0.14014229512156695,0.09642799550541385,-0.021787827804790428,0.985183774409839,-0.5000196614613213,0.5000198215524917,-0.2526477475789076,0.2968842702721061,0.5000085273349707,0.5000059927604951,0.13357881072993388,0.500010694537979,0.5000078718273276,0.46593374515656183,0,-0.12000000000000241,1.0,0.02939576481904036,0.0,0.0,0.9995678511290286,0.7435211004728114,0.7435211004728114,0,0.4163149077377398
3150,-0.3054488190379797,-0.4361129967243965,1.434195102061704,-0.1549706337061626,0.0987776451489768,-0.06409506872182011,0.9808765985959081,-0.5000276634643074,0.5000677493654737,-0.22916839232663003,0.3133126260017995,0.5000242965134405,0.5000111296006409,0.15042444432108307,0.5000351395885648,0.49984014147118516,0.42830359988872824,0,-0.12000000000000241,1.0,-0.0005999999639998308,0.0,0.0,0.9999998200000054,0.7462301117479132,0.7462301117479132,0,0.4890555856791833
3200,-0.31911429035055167,-0.3715497352977419,1.4451075309848045,-0.1740348795507316,0.10074555055844724,-0.0923174163804402,0.9752126380309466,-0.5000671676207848,0.5000377824683832,-0.22414797123235697,0.3216766975990229,0.5003309243244877,0.5000060460193052,0.15913109523386507,0.5000270907668342,0.5001638180056629,0.41044528069607955,0,-0.12000000000000241,1.0,-0.030595224787571203,0.0,0.0,0.9995318565309452,0.7515674093848388,0.7515674093848388,0,0.41461415479594543
3250,-0.35438742584423794,-0.32118398417294003,1.4582334821758949,-0.19784011218402225,0.10502442612964312,-0.11423794761117516,0.9678733652977227,-0.5000399296315652,0.5001469086616196,-0.2054992872971018,0.32978009834351585,0.5001089788932589,0.5000267911003103,0.19724896284466914,0.5001285101253683,0.4971116541454019,0.4037598649346373,0,-0.12000000000000241,1.0,-0.060562915973949645,0.0,0.0,0.9981643818573834,0.7579685754496556,0.7579685754496556,0,0.42943061925336357
3300,-0.37110847106520156,-0.2613355180663935,1.4588103445702338,-0.2171571648026277,0.1060996971485106,-0.13468113544453544,0.9609612956801379,-0.5000159811001039,0.5000311396846765,-0.20135134649344402,0.3377059173000202,0.5000424420335241,0.5000490861482146,0.19942583134599076,0.5000389299366325,0.5002481181897551,0.41606463967742235,0,-0.12000000000000241,1.0,-0.09047610462382574,0.0,0.0,0.9958986266142246,0.7579390840933142,0.7579390840933142,0,0.3919965984378908
3350,-0.39623652444574964,-0.20783675476718774,1.4649828210165838,-0.24027451376424078,0.11115254391980194,-0.15054314045009742,0.9524967364137982,-0.5012265451990757,0.5000368655456712,-0.17327219323746332,0.34705217207076183,0.4998757995756103,0.5000074334462542,0.22182267893096225,0.5000401844860167,0.4995672373779177,0.4118173386937061,0,-0.12000000000000241,1.0,-0.12030787088649422,0.0,0.0,0.9927366298282534,0.7607383679578779,0.7607383679578779,0,inf
3400,-0.4086540443449424,-0.16630621395305864,1.4640836178908396,-0.2626599290404988,0.11162751599154694,-0.16198789382295883,0.9446210783191316,-0.5017385293750394,0.5010308366021501,-0.1559049846930746,0.35769489872871696,0.5003279062851148,0.5001785378616131,0.20459799557400915,0.5009942727957943,0.5006051167187485,0.431798065367199,0,-0.12000000000000241,1.0,-0.15003136818590196,0.0,0.0,0.9886812370831493,0.7599186999218001,0.7599186999218001,0,inf
